33|JAWA TENGAH
33.03.16.2001|Panunggalan
33.03.16.2002|Larangan
33.03.16.2003|Pasunggingan
33.03.16.2004|Pengadegan
33.03.16.2005|Karangjoho
33.03.16.2006|Bedagas
33.03.16.2007|Tumanggal
33.03.16.2008|Tegalpingen
33.03.16.2009|Tetel
33.03.17|Karangjambu
33.03.17.2001|Purbasari
33.03.17.2002|Sirandu
33.03.17.2003|Karangjambu
33.03.17.2004|Sanguwatang
33.03.17.2005|Jingkang
33.03.17.2006|Danasari
33.03.18|Kertanegara
33.03.18.2001|Krangean
33.03.18.2002|Darma
33.03.18.2003|Langkap
33.03.18.2004|Adiarsa
33.03.18.2005|Karangasem
33.03.18.2006|Karangpucung
33.03.18.2007|Condong
33.03.18.2008|Kasih
33.03.18.2009|Karangtengah
33.03.18.2010|Kertanegara
33.03.18.2011|Mergasana
33.04|KAB. BANJARNEGARA
33.04.01|Susukan
33.04.01.2001|Berta
33.04.01.2002|Derik
33.04.01.2003|Gumelem Wetan
33.04.01.2004|Gumelem Kulon
33.04.01.2005|Penarusan Wetan
33.04.01.2006|Penarusan Kulon
33.04.01.2007|Brengkok
33.04.01.2008|Pekikiran
33.04.01.2009|Piasa Wetan
33.04.01.2010|Karangsalam
33.04.01.2011|Kemranggon
33.04.01.2012|Susukan
33.04.01.2013|Dermasari
33.04.01.2014|Kedawung
33.04.01.2015|Karangjati
33.04.02|Purworeja Klampok
33.04.02.2001|Sirkandi
33.04.02.2002|Pagak
33.04.02.2003|Kecitran
33.04.02.2004|Purwareja
33.04.02.2005|Klampok
33.04.02.2006|Kalilandak
33.04.02.2007|Kalimandi
33.04.02.2008|Kaliwinasuh
33.04.03|Mandiraja
33.04.03.2001|Jalatunda
33.04.03.2002|Somawangi
33.04.03.2003|Kaliwungu
33.04.03.2004|Kebanaran
33.04.03.2005|Glempang
33.04.03.2006|Salamerta
33.04.03.2007|Purwasaba
33.04.03.2008|Blimbing
33.04.03.2009|Panggisari
33.04.03.2010|Candiwulan
33.04.03.2011|Simbang
33.04.03.2012|Kertayasa
33.04.03.2013|Banjengan
33.04.03.2014|Mandiraja Kulon
33.04.03.2015|Kebakalan
33.04.03.2016|Mandiraja Wetan
33.04.04|Purwanegara
33.04.04.2001|Kalitengah
33.04.04.2002|Merden
33.04.04.2003|Karanganyar
33.04.04.2004|Kaliajir
33.04.04.2005|Petir
33.04.04.2006|Pucungbedug
33.04.04.2007|Parakan
33.04.04.2008|Mertasari
33.04.04.2009|Danaraja
33.04.04.2010|Purwonegoro
33.04.04.2011|Kalipelus
33.04.04.2012|Gumiwang
33.04.04.2013|Kutawuluh
33.04.05|Bawang
33.04.05.2001|Wanadri
33.04.05.2002|Kebondalem
33.04.05.2003|Majalengka
33.04.05.2004|Wiramastra
33.04.05.2005|Kutayasa
33.04.05.2006|Winong
33.04.05.2007|Depok
33.04.05.2008|Watuurip
33.04.05.2009|Masaran
33.04.05.2010|Serang
33.04.05.2011|Mantrianom
33.04.05.2012|Binorong
33.04.05.2013|Joho
33.04.05.2014|Bawang
33.04.05.2015|Bandingan
33.04.05.2016|Blambangan
33.04.05.2017|Gemuruh
33.04.05.2018|Pucang
33.04.06|Banjarnegara
33.04.06.1001|Argasoka
33.04.06.1006|Karangtengah
33.04.06.1007|Wangon
33.04.06.1008|Semampir
33.04.06.1009|Sokanandi
33.04.06.1010|Parakancanggah
33.04.06.1011|Semarang
33.04.06.1012|Krandegan
33.04.06.1013|Kutabanjarnegara
33.04.06.2002|Ampelsari
33.04.06.2003|Tlagawera
33.04.06.2004|Cendana
33.04.06.2005|Sokayasa
33.04.07|Sigaluh
33.04.07.1015|Kalibenda
33.04.07.2001|Pringamba
33.04.07.2002|Sawal
33.04.07.2003|Panawaren
33.04.07.2004|Tunggara
33.04.07.2005|Randegan
33.04.07.2006|Bojanegara
33.04.07.2007|Bandingan
33.04.07.2008|Prigi
33.04.07.2009|Gembongan
33.04.07.2010|Kemiri
33.04.07.2011|Karangmangu
33.04.07.2012|Wanacipta
33.04.07.2013|Sigaluh
33.04.07.2014|Singamerta
33.04.08|Madukara
33.04.08.1011|Kenteng
33.04.08.1012|Rejasa
33.04.08.2001|Limbangan
33.04.08.2002|Penawangan
33.04.08.2003|Talunamba
33.04.08.2004|Madukara
33.04.08.2005|Kutayasa
33.04.08.2006|Pekauman
33.04.08.2007|Pagelak
33.04.08.2008|Dawuhan
33.04.08.2009|Bantarwaru
33.04.08.2010|Sered
33.04.08.2013|Petambakan
33.04.08.2014|Rakitan
33.04.08.2015|Blitar
33.04.08.2016|Kaliurip
33.04.08.2017|Karanganyar
33.04.08.2018|Gununggiana
33.04.08.2019|Clapar
33.04.08.2020|Pakelen
33.04.09|Banjarmangu
33.04.09.2001|Jenggawur
33.04.09.2002|Banjarkulon
33.04.09.2003|Banjarmangu
33.04.09.2004|Rejasari
33.04.09.2005|Kesenet
33.04.09.2006|Kalilunjar
33.04.09.2007|Sijeruk
33.04.09.2008|Kendaga
33.04.09.2009|Gripit
33.04.09.2010|Pekandangan
33.04.09.2011|Sigeblog
33.04.09.2012|Paseh
33.04.09.2013|Sipedang
33.04.09.2014|Sijenggung
33.04.09.2015|Beji
33.04.09.2016|Prendengan
33.04.09.2017|Majatengah
33.04.10|Wanadadi
33.04.10.2001|Kasilib
33.04.10.2002|Tapen
33.04.10.2003|Karangjambe
33.04.10.2004|Wanadadi
33.04.10.2005|Wanakarsa
33.04.10.2006|Lemahjaya
33.04.10.2007|Karangkemiri
33.04.10.2008|Kandangwangi
33.04.10.2009|Medayu
33.04.10.2010|Linggasari
33.04.10.2011|Gumingsir
33.04.11|Rakit
33.04.11.2001|Pingit
33.04.11.2002|Situwangi
33.04.11.2003|Gelang
33.04.11.2004|Rakit
33.04.11.2005|Adipasir
33.04.11.2006|Bandingan
33.04.11.2007|Kincang
33.04.11.2008|Badamita
33.04.11.2009|Tanjunganom
33.04.11.2010|Luwung
33.04.11.2011|Lengkong
33.04.12|Punggelan
33.04.12.2001|Sambong
33.04.12.2002|Danakerta
33.04.12.2003|Klapa
33.04.12.2004|Kecepit
33.04.12.2005|Karangsari
33.04.12.2006|Tribuana
33.04.12.2007|Sawangan
33.04.12.2008|Sidarata
33.04.12.2009|Badakarya
33.04.12.2010|Punggelan
33.04.12.2011|Jembangan
33.04.12.2012|Purwasana
33.04.12.2013|Petuguran
33.04.12.2014|Bondolharjo
33.04.12.2015|Tanjungtirta
33.04.12.2016|Tlaga
33.04.12.2017|Mlaya
33.04.13|Karangkobar
33.04.13.2001|Paweden
33.04.13.2002|Gumelar
33.04.13.2003|Purwodadi
33.04.13.2004|Sampang
33.04.13.2005|Slatri
33.04.13.2006|Pagerpelah
33.04.13.2007|Pasuruhan
33.04.13.2008|Karanggondang
33.04.13.2009|Jlegong
33.04.13.2010|Ambal
33.04.13.2011|Binangun
33.04.13.2012|Karangkobar
33.04.13.2013|Leksana
33.04.14|Pagentan
33.04.14.2001|Larangan
33.04.14.2002|Karangnangka
33.04.14.2003|Aribaya
33.04.14.2004|Nagasari
33.04.14.2005|Gumingsir
33.04.14.2006|Sokaraja
33.04.14.2007|Kayuares
33.04.14.2008|Metawana
33.04.14.2009|Kalitlaga
33.04.14.2010|Karekan
33.04.14.2011|Plumbungan
33.04.14.2012|Pagentan
33.04.14.2013|Kasmaran
33.04.14.2014|Majasari
33.04.14.2015|Babadan
33.04.14.2016|Tegaljeruk
33.04.15|Pejawaran
33.04.15.2001|Kalilunjar
33.04.15.2002|Karangsari
33.04.15.2003|Sarwodadi
33.04.15.2004|Grogol
33.04.15.2005|Giritirta
33.04.15.2006|Biting
33.04.15.2007|Tlahap
33.04.15.2008|Darmayasa
33.04.15.2009|Pejawaran
33.04.15.2010|Penusupan
33.04.15.2011|Ratamba
33.04.15.2012|Sidengok
33.04.15.2013|Pegundungan
33.04.15.2014|Beji
33.04.15.2015|Semangkung
33.04.15.2016|Condongcampur
33.04.15.2017|Gembol
33.04.16|Batur
33.04.16.2001|Batur
33.04.16.2002|Sumberejo
33.04.16.2003|Pasurenan
33.04.16.2004|Pekasiran
33.04.16.2005|Kepakisan
33.04.16.2006|Bakal
33.04.16.2007|Karangtengah
33.04.16.2008|Dieng Kulon
33.04.17|Wanayasa
33.04.17.2001|Karangtengah
33.04.17.2002|Suwidak
33.04.17.2003|Bantar
33.04.17.2004|Pandansari
33.04.17.2005|Pagergunung
33.04.17.2006|Dawuhan
33.04.17.2007|Kubang
33.04.17.2008|Susukan
33.04.17.2009|Wanayasa
33.04.17.2010|Pesantren
33.04.17.2011|Balun
33.04.17.2012|Tempuran
33.04.17.2013|Wanaraja
33.04.17.2014|Jatilawang
33.04.17.2015|Legoksayem
33.04.17.2016|Kasimpar
33.04.17.2017|Penanggungan
33.04.18|Kalibening
33.04.18.2001|Kalibening
33.04.18.2002|Asinan
33.04.18.2003|Sembawa
33.04.18.2004|Kalibombong
33.04.18.2005|Majatengah
33.04.18.2006|Kalisat Kidul
33.04.18.2007|Sirukem
33.04.18.2008|Kertosari
33.04.18.2009|Sidakangen
33.04.18.2010|Sikumpul
33.04.18.2011|Gununglangit
33.04.18.2012|Bedana
33.04.18.2013|Sirukun
33.04.18.2014|Karanganyar
33.04.18.2015|Plorengan
33.04.18.2016|Kasinoman
33.04.19|Pandanarum
33.04.19.2001|Pandanarum
33.04.19.2002|Sinduaji
33.04.19.2003|Pasegeran
33.04.19.2004|Pingit Lor
33.04.19.2005|Lawen
33.04.19.2006|Sirongge
33.04.19.2007|Pringamba
33.04.19.2008|Beji
33.04.20|Pagedongan
33.04.20.2001|Pagedongan
33.04.20.2002|Gunungjati
33.04.20.2003|Twelagiri
33.04.20.2004|Kebutuhduwur
33.04.20.2005|Kebutuhjurang
33.04.20.2006|Pesangkalan
33.04.20.2007|Duren
33.04.20.2008|Lebakwangi
33.04.20.2009|Gentansari
33.05|KAB. KEBUMEN
33.05.01|Ayah
33.05.01.2001|Argopeni
33.05.01.2002|Karangduwur
33.05.01.2003|Srati
33.05.01.2004|Pasir
33.05.01.2005|Jintung
33.05.01.2006|Banjararjo
33.05.01.2007|Argosari
33.05.01.2008|Watukelir
33.05.01.2009|Kalibangkang
33.05.01.2010|Tlogosari
33.05.01.2011|Kalipoh
33.05.01.2012|Ayah
33.05.01.2013|Candirenggo
33.05.01.2014|Mangunweni
33.05.01.2015|Jatijajar
33.05.01.2016|Demangsari
33.05.01.2017|Bulurejo
33.05.01.2018|Kedungweru
33.05.02|Buayan
33.05.02.2001|Karangbolong
33.05.02.2002|Jladri
33.05.02.2003|Adiwarno
33.05.02.2004|Rangkah
33.05.02.2005|Wonodadi
33.05.02.2006|Geblug
33.05.02.2007|Rogodadi
33.05.02.2008|Pakuran
33.05.02.2009|Buayan
33.05.02.2010|Sikayu
33.05.02.2011|Karangsari
33.05.02.2012|Rogodono
33.05.02.2013|Banyumudal
33.05.02.2014|Tugu
33.05.02.2015|Nogoraji
33.05.02.2016|Mergosono
33.05.02.2017|Semampir
33.05.02.2018|Jogomulyo
33.05.02.2019|Purbowangi
33.05.02.2020|Jatiroto
33.05.03|Puring
33.05.03.2001|Tambakmulyo
33.05.03.2002|Surorejan
33.05.03.2003|Waluyorejo
33.05.03.2004|Sidoharjo
33.05.03.2005|Puliharjo
33.05.03.2006|Purwosari
33.05.03.2007|Arjowinangun
33.05.03.2008|Krandegan
33.05.03.2009|Kaleng
33.05.03.2010|Tukinggedong
33.05.03.2011|Purwoharjo
33.05.03.2012|Banjarejo
33.05.03.2013|Wetonkulon
33.05.03.2014|Pesuruhan
33.05.03.2015|Wetonwetan
33.05.03.2016|Kedalemankulon
33.05.03.2017|Kedalemanwetan
33.05.03.2018|Srusuhjurutengah
33.05.03.2019|Sitiadi
33.05.03.2020|Bumirejo
33.05.03.2021|Madurejo
33.05.03.2022|Sidobunder
33.05.03.2023|Sidodadi
33.05.04|Petanahan
33.05.04.2001|Karangrejo
33.05.04.2002|Karanggadung
33.05.04.2003|Tegalretno
33.05.04.2004|Ampelsari
33.05.04.2005|Munggu
33.05.04.2006|Kewangunan
33.05.04.2007|Karangduwur
33.05.04.2008|Petanahan
33.05.04.2009|Kebonsari
33.05.04.2010|Grogolpenatus
33.05.04.2011|Grogolbeningsari
33.05.04.2012|Jogomertan
33.05.04.2013|Tanjungsari
33.05.04.2014|Sidomulyo
33.05.04.2015|Grujugan
33.05.04.2016|Kritig
33.05.04.2017|Nampudadi
33.05.04.2018|Tresnorejo
33.05.04.2019|Podourip
33.05.04.2020|Jatimulyo
33.05.04.2021|Banjarwinangun
33.05.05|Klirong
33.05.05.2001|Jogosimo
33.05.05.2002|Tanggulangin
33.05.05.2003|Pandanlor
33.05.05.2004|Tambakprogaten
33.05.05.2005|Gebangsari
33.05.05.2006|Klegenrejo
33.05.05.2007|Bendogarap
33.05.05.2008|Kedungsari
33.05.05.2009|Jerukagung
33.05.05.2010|Klegenwonosari
33.05.05.2011|Klirong
33.05.05.2012|Kaliwungu
33.05.05.2013|Jatimalang
33.05.05.2014|Karangglonggong
33.05.05.2015|Ranterejo
33.05.05.2016|Wotbuwono
33.05.05.2017|Tambakagung
33.05.05.2018|Sitirejo
33.05.05.2019|Gadungrejo
33.05.05.2020|Dorowati
33.05.05.2021|Bumiharjo
33.05.05.2022|Kebadongan
33.05.05.2023|Podoluhur
33.05.05.2024|Kedungwinangun
33.05.06|Buluspesantren
33.05.06.2001|Ayamputih
33.05.06.2002|Setrojenar
33.05.06.2003|Brecong
33.05.06.2004|Banjurpasar
33.05.06.2005|Indrosari
33.05.06.2006|Buluspesantren
33.05.06.2007|Banjurmukadan
33.05.06.2008|Waluyo
33.05.06.2009|Bocor
33.05.06.2010|Maduretno
33.05.06.2011|Ambalkumolo
33.05.06.2012|Rantewringin
33.05.06.2013|Tambakrejo
33.05.06.2014|Sangubanyu
33.05.06.2015|Arjowinangun
33.05.06.2016|Ampih
33.05.06.2017|Jogopaten
33.05.06.2018|Kloposawit
33.05.06.2019|Sidomoro
33.05.06.2020|Tanjungrejo
33.05.06.2021|Tanjungsari
33.05.07|Ambal
33.05.07.2001|Entak
33.05.07.2002|Plempukan Kembaran
33.05.07.2003|Kenoyojayan
33.05.07.2004|Ambalresmi
33.05.07.2005|Kaibonpetangkuran
33.05.07.2006|Kaibon
33.05.07.2007|Sumberjati
33.05.07.2008|Blengorwetan
33.05.07.2009|Blengorkulon
33.05.07.2010|Benerwetan
33.05.07.2011|Benerkulon
33.05.07.2012|Ambalkliwonan
33.05.07.2013|Pasarsenen
33.05.07.2014|Pucangan
33.05.07.2015|Ambalkebrek
33.05.07.2016|Gondanglegi
33.05.07.2017|Banjarsari
33.05.07.2018|Lajer
33.05.07.2019|Singosari
33.05.07.2020|Sidoluhur
33.05.07.2021|Sinungrejo
33.05.07.2022|Ambarwinangun
33.05.07.2023|Peneket
33.05.07.2024|Sidorejo
33.05.07.2025|Sidomulyo
33.05.07.2026|Sidomukti
33.05.07.2027|Prasutan
33.05.07.2028|Kradenan
33.05.07.2029|Pagedangan
33.05.07.2030|Surobayan
33.05.07.2031|Dukuhrejosari
33.05.07.2032|Kembangsawit
33.05.08|Mirit
33.05.08.2001|Miritpetikusan
33.05.08.2002|Tlogodepok
33.05.08.2003|Mirit
33.05.08.2004|Tlogopragoto
33.05.08.2005|Lembupurwo
33.05.08.2006|Wiromartan
33.05.08.2007|Rowo
33.05.08.2008|Singoyudan
33.05.08.2009|Wergonayan
33.05.08.2010|Selotumpeng
33.05.08.2011|Sitibentar
33.05.08.2012|Karanggede
33.05.08.2013|Kertodeso
33.05.08.2014|Patukrejomulyo
33.05.08.2015|Patukgawemulyo
33.05.08.2016|Mangunranan
33.05.08.2017|Pekutan
33.05.08.2018|Wirogaten
33.05.08.2019|Winong
33.05.08.2020|Ngabean
33.05.08.2021|Sarwogadung
33.05.08.2022|Krubungan
33.05.09|Prembun
33.05.09.2001|Tersobo
33.05.09.2002|Prembun
33.05.09.2003|Kabekelan
33.05.09.2004|Tunggalroso
33.05.09.2005|Kedungwaru
33.05.09.2006|Bagung
33.05.09.2007|Sidogede
33.05.09.2008|Sembirkadipaten
33.05.09.2009|Kedungbulus
33.05.09.2010|Mulyosri
33.05.09.2011|Pesuningan
33.05.09.2012|Pecarikan
33.05.09.2013|Kabuaran
33.05.10|Kutowinangun
33.05.10.2001|Pekunden
33.05.10.2002|Tanjungmeru
33.05.10.2003|Kuwarisan
33.05.10.2004|Kutowinangun
33.05.10.2005|Lundong
33.05.10.2006|Mekarsari
33.05.10.2007|Babadsari
33.05.10.2008|Ungaran
33.05.10.2009|Mrinen
33.05.10.2010|Pejagatan
33.05.10.2011|Triwarno
33.05.10.2012|Korowelang
33.05.10.2013|Jlegiwinangun
33.05.10.2014|Lumbu
33.05.10.2015|Tanjungsari
33.05.10.2016|Kaliputih
33.05.10.2017|Tanjungseto
33.05.10.2018|Pesalakan
33.05.10.2019|Karangsari
33.05.11|Alian
33.05.11.2001|Bojongsari
33.05.11.2002|Surotrunan
33.05.11.2003|Kambangsari
33.05.11.2004|Jatimulyo
33.05.11.2005|Tanuharjo
33.05.11.2006|Karangtanjung
33.05.11.2007|Kemangguan
33.05.11.2008|Kalijaya
33.05.11.2009|Karangkembang
33.05.11.2010|Seliling
33.05.11.2011|Tlogowulung
33.05.11.2012|Kaliputih
33.05.11.2013|Wonokromo
33.05.11.2014|Sawangan
33.05.11.2015|Kalirancang
33.05.11.2016|Krakal
33.05.12|Kebumen
33.05.12.1010|Selang
33.05.12.1012|Tamanwinangun
33.05.12.1013|Panjer
33.05.12.1024|Kebumen
33.05.12.1026|Bumirejo
33.05.12.2001|Muktisari
33.05.12.2002|Murtirejo
33.05.12.2003|Depokrejo
33.05.12.2004|Mengkowo
33.05.12.2005|Gesikan
33.05.12.2006|Kalibagor
33.05.12.2007|Argopeni
33.05.12.2008|Jatisari
33.05.12.2009|Kalirejo
33.05.12.2011|Adikarso
33.05.12.2014|Kembaran
33.05.12.2015|Sumberadi
33.05.12.2016|Wonosari
33.05.12.2017|Roworejo
33.05.12.2018|Tanahsari
33.05.12.2019|Bandung
33.05.12.2020|Candimulyo
33.05.12.2021|Kalijirek
33.05.12.2022|Candiwulan
33.05.12.2023|Kawedusan
33.05.12.2025|Kutosari
33.05.12.2027|Gemeksekti
33.05.12.2028|Karangsari
33.05.12.2029|Jemur
33.05.13|Pejagoan
33.05.13.2001|Logede
33.05.13.2002|Kewayuhan
33.05.13.2003|Kedawung
33.05.13.2004|Pejagoan
33.05.13.2005|Kebulusan
33.05.13.2006|Aditirto
33.05.13.2007|Karangpoh
33.05.13.2008|Jemur
33.05.13.2009|Prigi
33.05.13.2010|Kebagoran
33.05.13.2011|Pengaringan
33.05.13.2012|Peniron
33.05.13.2013|Watulawang
33.05.14|Sruweng
33.05.14.2001|Menganti
33.05.14.2002|Trikarso
33.05.14.2003|Sidoarjo
33.05.14.2004|Giwangretno
33.05.14.2005|Jabres
33.05.14.2006|Sruweng
33.05.14.2007|Karanggedang
33.05.14.2008|Purwodeso
33.05.14.2009|Klepusanggar
33.05.14.2010|Tanggeran
33.05.14.2011|Karangsari
33.05.14.2012|Karangpule
33.05.14.2013|Pakuran
33.05.14.2014|Pengempon
33.05.14.2015|Kejawang
33.05.14.2016|Karangjambu
33.05.14.2017|Sidoagung
33.05.14.2018|Penusupan
33.05.14.2019|Donosari
33.05.14.2020|Pandansari
33.05.14.2021|Condongcampur
33.05.15|Adimulyo
33.05.15.2001|Sugihwaras
33.05.15.2002|Tambaharjo
33.05.15.2003|Tepakyang
33.05.15.2004|Sidomulyo
33.05.15.2005|Wajasari
33.05.15.2006|Candiwulan
33.05.15.2007|Adikarto
33.05.15.2008|Adimulyo
33.05.15.2009|Temanggal
33.05.15.2010|Joho
33.05.15.2011|Adiluhur
33.05.15.2012|Tegalsari
33.05.15.2013|Sekarteja
33.05.15.2014|Kemujan
33.05.15.2015|Mangunharjo
33.05.15.2016|Banyuroto
33.05.15.2017|Meles
33.05.15.2018|Caruban
33.05.15.2019|Bonjok
33.05.15.2020|Arjomulyo
33.05.15.2021|Arjosari
33.05.15.2022|Pekuwon
33.05.15.2023|Sidomukti
33.05.16|Kuwarasan
33.05.16.2001|Kamulyan
33.05.16.2002|Sidomukti
33.05.16.2003|Tambaksari
33.05.16.2004|Kalipurwo
33.05.16.2005|Purwodadi
33.05.16.2006|Pondokgebangsari
33.05.16.2007|Kuwarasan
33.05.16.2008|Harjodowo
33.05.16.2009|Lemahduwur
33.05.16.2010|Madureso
33.05.16.2011|Mangli
33.05.16.2012|Gandusari
33.05.16.2013|Ori
33.05.16.2014|Serut
33.05.16.2015|Banjarejo
33.05.16.2016|Gumawang
33.05.16.2017|Wonoyoso
33.05.16.2018|Gunungmujil
33.05.16.2019|Kuwaru
33.05.16.2020|Bendungan
33.05.16.2021|Jatimulyo
33.05.16.2022|Sawangan
33.05.17|Rowokele
33.05.17.2001|Redisari
33.05.17.2002|Kalisari
33.05.17.2003|Pringtutul
33.05.17.2004|Rowokele
33.05.17.2005|Bumiagung
33.05.17.2006|Jatiluhur
33.05.17.2007|Kretek
33.05.17.2008|Sukomulyo
33.05.17.2009|Giyanti
33.05.17.2010|Wonoharjo
33.05.17.2011|Wagirpandan
33.05.18|Sempor
33.05.18.2001|Sidoharum
33.05.18.2002|Selokerto
33.05.18.2003|Kalibeji
33.05.18.2004|Jatinegara
33.05.18.2005|Bejiruyung
33.05.18.2006|Pekuncen
33.05.18.2007|Kedungjati
33.05.18.2008|Semali
33.05.18.2009|Bonosari
33.05.18.2010|Sempor
33.05.18.2011|Tunjungseto
33.05.18.2012|Sampang
33.05.18.2013|Donorejo
33.05.18.2014|Kedungwringin
33.05.18.2015|Kenteng
33.05.18.2016|Somagede
33.05.19|Gombong
33.05.19.1008|Gombong
33.05.19.1009|Wonokriyo
33.05.19.2001|Kalitengah
33.05.19.2002|Kemukus
33.05.19.2003|Banjarsari
33.05.19.2004|Panjangsari
33.05.19.2005|Patemon
33.05.19.2006|Kedungpuji
33.05.19.2007|Wero
33.05.19.2010|Semondo
33.05.19.2011|Semanding
33.05.19.2012|Sidayu
33.05.19.2013|Wonosigro
33.05.19.2014|Klopogodo
33.05.20|Karanganyar
33.05.20.1002|Panjatan
33.05.20.1003|Karanganyar
33.05.20.1004|Jatiluhur
33.05.20.1007|Plarangan
33.05.20.2001|Sidomulyo
33.05.20.2005|Candi
33.05.20.2006|Giripurno
33.05.20.2008|Karangkemiri
33.05.20.2009|Wonorejo
33.05.20.2010|Grenggeng
33.05.20.2011|Pohkumbang
33.05.21|Karanggayam
33.05.21.2001|Karanggayam
33.05.21.2002|Kajoran
33.05.21.2003|Karangtengah
33.05.21.2004|Karangmojo
33.05.21.2005|Penimbun
33.05.21.2006|Kalirejo
33.05.21.2007|Pagebangan
33.05.21.2008|Clapar
33.05.21.2009|Logandu
33.05.21.2010|Kebakalan
33.05.21.2011|Karangrejo
33.05.21.2012|Wonotirto
33.05.21.2013|Kalibening
33.05.21.2014|Gunungsari
33.05.21.2015|Ginandong
33.05.21.2016|Binangun
33.05.21.2017|Glontor
33.05.21.2018|Selogiri
33.05.21.2019|Giritirto
33.05.22|Sadang
33.05.22.2001|Pucangan
33.05.22.2002|Seboro
33.05.22.2003|Wonosari
33.05.22.2004|Sadangkulon
33.05.22.2005|Cangkring
33.05.22.2006|Sadangwetan
33.05.22.2007|Kedunggong
33.05.23|Bonorowo
33.05.23.2001|Patukrejo
33.05.23.2002|Ngasinan
33.05.23.2003|Pujodadi
33.05.23.2004|Balorejo
33.05.23.2005|Rowosari
33.05.23.2006|Tlogorejo
33.05.23.2007|Bonorowo
33.05.23.2008|Sirnoboyo
33.05.23.2009|Bonjokkidul
33.05.23.2010|Bonjoklor
33.05.23.2011|Mrentul
33.05.24|Padureso
33.05.24.2001|Pejengkolan
33.05.24.2002|Balingasal
33.05.24.2003|Merden
33.05.24.2004|Kalijering
33.05.24.2005|Kaligubug
33.05.24.2006|Sidototo
33.05.24.2007|Rahayu
33.05.24.2008|Sendangdalem
33.05.24.2009|Padureso
33.05.25|Poncowarno
33.05.25.2001|Jatipurus
33.05.25.2002|Lerepkebumen
33.05.25.2003|Blater
33.05.25.2004|Poncowarno
33.05.25.2005|Tegalrejo
33.05.25.2006|Jembangan
33.05.25.2007|Kedungdowo
33.05.25.2008|Karangtengah
33.05.25.2009|Tirtomoyo
33.05.25.2010|Soka
33.05.25.2011|Kebapangan
33.05.26|Karangsambung
33.05.26.2001|Widoro
33.05.26.2002|Seling
33.05.26.2003|Pencil
33.05.26.2004|Kedungwaru
33.05.26.2005|Kaligending
33.05.26.2006|Plumbon
33.05.26.2007|Pujotirto
33.05.26.2008|Wadasmalang
33.05.26.2009|Tlepok
33.05.26.2010|Kalisana
33.05.26.2011|Langse
33.05.26.2012|Banioro
33.05.26.2013|Karangsambung
33.05.26.2014|Totogan
33.06|KAB. PURWOREJO
33.06.01|Grabag
33.06.01.2001|Harjobinangun
33.06.01.2002|Patutrejo
33.06.01.2003|Ketawangrejo
33.06.01.2004|Munggangsari
33.06.01.2005|Kertojayan
33.06.01.2006|Pasaranom
33.06.01.2007|Ukirsari
33.06.01.2008|Nambangan
33.06.01.2009|Sumberagung
33.06.01.2010|Bendungan
33.06.01.2011|Rowodadi
33.06.01.2012|Bakurejo
33.06.01.2013|Duduwetan
33.06.01.2014|Dudukulon
33.06.01.2015|Rejosari
33.06.01.2016|Trimulyo
33.06.01.2017|Tulusrejo
33.06.01.2018|Tegalrejo
33.06.01.2019|Kalirejo
33.06.01.2020|Wonoenggal
33.06.01.2021|Banyuyoso
33.06.01.2022|Grabag
33.06.01.2023|Aglik
33.06.01.2024|Roworejo
33.06.01.2025|Tunggulrejo
33.06.01.2026|Kedungkamal
33.06.01.2027|Sangubanyu
33.06.01.2028|Dukuhdungus
33.06.01.2029|Tlepokwetan
33.06.01.2030|Tlepokkulon
33.06.01.2031|Kumpulrejo
33.06.01.2032|Kese
33.06.02|Ngombol
33.06.02.2001|Ngentak
33.06.02.2002|Girirejo
33.06.02.2003|Wero
33.06.02.2004|Pagak
33.06.02.2005|Malang
33.06.02.2006|Depokrejo
33.06.02.2007|Keburuhan
33.06.02.2008|Awu-awu
33.06.02.2009|Kumpulsari
33.06.02.2010|Kesidan
33.06.02.2011|Wonoroto
33.06.02.2012|Pejagran
33.06.02.2013|Wonosari
33.06.02.2014|Wonosri
33.06.02.2015|Jeruken
33.06.02.2016|Tanjungrejo
33.06.02.2017|Kalitanjung
33.06.02.2018|Kuwukan
33.06.02.2019|Kedondong
33.06.02.2020|Rasukan
33.06.02.2021|Laban
33.06.02.2022|Wasiat
33.06.02.2023|Tunjungan
33.06.02.2024|Ringgit
33.06.02.2025|Kaliwungukidul
33.06.02.2026|Kaliwungulor
33.06.02.2027|Cokroyasan
33.06.02.2028|Bojong
33.06.02.2029|Karangtalun
33.06.02.2030|Susuk
33.06.02.2031|Klandaran
33.06.02.2032|Briyan
33.06.02.2033|Ngombol
33.06.02.2034|Joso
33.06.02.2035|Candi
33.06.02.2036|Pulutan
33.06.02.2037|Walikoro
33.06.02.2038|Sruwoh
33.06.02.2039|Wonoboyo
33.06.02.2040|Kembangkuning
33.06.02.2041|Jombang
33.06.02.2042|Mendiro
33.06.02.2043|Wunut
33.06.02.2044|Sumberrejo
33.06.02.2045|Wingkosigromulyo
33.06.02.2046|Wingkoharjo
33.06.02.2047|Singkilkulon
33.06.02.2048|Singkilwetan
33.06.02.2049|Tumenggungan
33.06.02.2050|Curug
33.06.02.2051|Wingkosanggrahan
33.06.02.2052|Wingkomulyo
33.06.02.2053|Wingkotinumpuk
33.06.02.2054|Piyono
33.06.02.2055|Tanjung
33.06.02.2056|Secang
