35|JAWA TIMUR
35.24.23.2012|Botoputih
35.24.23.2013|Balongwangi
35.24.24|Karangbinangun
35.24.24.2001|Waruk
35.24.24.2002|Sukorejo
35.24.24.2003|Karanganom
35.24.24.2004|Somowinangun
35.24.24.2005|Ketapangtelu
35.24.24.2006|Mayong
35.24.24.2007|Palangan
35.24.24.2008|Blawi
35.24.24.2009|Banjarejo
35.24.24.2010|Putatbangah
35.24.24.2011|Banyuurip
35.24.24.2012|Pendowolimo
35.24.24.2013|Baranggayam
35.24.24.2014|Watangpanjang
35.24.24.2015|Sambopinggir
35.24.24.2016|Priyoso
35.24.24.2017|Windu
35.24.24.2018|Bogobabadan
35.24.24.2019|Gawerejo
35.24.24.2020|Kuro
35.24.24.2021|Karangbinangun
35.24.25|Deket
35.24.25.2001|Sidorejo
35.24.25.2002|Dlanggu
35.24.25.2003|Laladan
35.24.25.2004|Deketkulon
35.24.25.2005|Deketwetan
35.24.25.2006|Sugihwaras
35.24.25.2007|Dinoyo
35.24.25.2008|Sidomulyo
35.24.25.2009|Rejosari
35.24.25.2010|Pandanpancur
35.24.25.2011|Sidobinangun
35.24.25.2012|Babatagung
35.24.25.2013|Tukkerto
35.24.25.2014|Weduni
35.24.25.2015|Rejotengah
35.24.25.2016|Srirande
35.24.25.2017|Plosobuden
35.24.26|Glagah
35.24.26.2001|Soko
35.24.26.2002|Morocalan
35.24.26.2003|Gempolpendowo
35.24.26.2004|Pasi
35.24.26.2005|Rayunggumuk
35.24.26.2006|Menganti
35.24.26.2007|Margoanyar
35.24.26.2008|Began
35.24.26.2009|Mendogo
35.24.26.2010|Kentong
35.24.26.2011|Sudangan
35.24.26.2012|Medang
35.24.26.2013|Duduklor
35.24.26.2014|Glagah
35.24.26.2015|Wangen
35.24.26.2016|Tanggungprigel
35.24.26.2017|Karangagung
35.24.26.2018|Bangkok
35.24.26.2019|Jatirenggo
35.24.26.2020|Bapuhbaru
35.24.26.2021|Bapuhbandung
35.24.26.2022|Meluntur
35.24.26.2023|Konang
35.24.26.2024|Dukuhtunggal
35.24.26.2025|Panggang
35.24.26.2026|Wonorejo
35.24.26.2027|Wedoro
35.24.26.2028|Karangturi
35.24.26.2029|Meluwur
35.24.27|Sarirejo
35.24.27.2001|Kedungkumpul
35.24.27.2002|Dermolemahbang
35.24.27.2003|Simbatan
35.24.27.2004|Sumberjo
35.24.27.2005|Canggah
35.24.27.2006|Beru
35.24.27.2007|Tambakmenjangan
35.24.27.2008|Gempoltukmloko
35.24.27.2009|Sarirejo
35.25|KAB. GRESIK
35.25.01|Dukun
35.25.01.2001|Sawo
35.25.01.2002|Karangcangkring
35.25.01.2003|Gedongkedo'an
35.25.01.2004|Bulangan
35.25.01.2005|Wonokerto
35.25.01.2006|Bangeran
35.25.01.2007|Lowayu
35.25.01.2008|Petiyin Tunggal
35.25.01.2009|Tirem Enggal
35.25.01.2010|Tebuwung
35.25.01.2011|Dukuh Kembar
35.25.01.2012|Madumulyorejo
35.25.01.2013|Mentaras
35.25.01.2014|Baron
35.25.01.2015|Jrebeng
35.25.01.2016|Mojopetung
35.25.01.2017|Sekargadung
35.25.01.2018|Imaan
35.25.01.2019|Babakbawo
35.25.01.2020|Babaksari
35.25.01.2021|Sambogunung
35.25.01.2022|Sembungan Kidul
35.25.01.2023|Sembunganyar
35.25.01.2024|Kalirejo
35.25.01.2025|Padang Bandung
35.25.01.2026|Dukunanyar
35.25.02|Balongpanggang
35.25.02.2001|Jombangdelik
35.25.02.2002|Brangkal
35.25.02.2003|Ngampel
35.25.02.2004|Bandungsekaran
35.25.02.2005|Babatan
35.25.02.2006|Tanahlandean
35.25.02.2007|Kedungsumber
35.25.02.2008|Wonorejo
35.25.02.2009|Dapet
35.25.02.2010|Dohoagung
35.25.02.2011|Mojogede
35.25.02.2012|Tenggor
35.25.02.2013|Wahas
35.25.02.2014|Kedungpring
35.25.02.2015|Sekarputih
35.25.02.2016|Pinggir
35.25.02.2017|Karangsemanding
35.25.02.2018|Pacuh
35.25.02.2019|Balongpanggang
35.25.02.2020|Wotansari
35.25.02.2021|Pucung
35.25.02.2022|Klotok
35.25.02.2023|Ngasin
35.25.02.2024|Banjaragung
35.25.02.2025|Ganggang
35.25.03|Panceng
35.25.03.2001|Pantenan
35.25.03.2002|Sumurber
35.25.03.2003|Siwalan
35.25.03.2004|Ketanen
35.25.03.2005|Banyutengah
35.25.03.2006|Serah
35.25.03.2007|Surowiti
35.25.03.2008|Prupuh
35.25.03.2009|Campurejo
35.25.03.2010|Sukodono
35.25.03.2011|Dalegan
35.25.03.2012|Petung
35.25.03.2013|Wotan
35.25.03.2014|Doudo
35.25.04|Benjeng
35.25.04.2001|Karangankidul
35.25.04.2002|Sedapur Klagen
35.25.04.2003|Deliksumber
35.25.04.2004|Lundo
35.25.04.2005|Kalipadang
35.25.04.2006|Kedungrukem
35.25.04.2007|Balungtunjung
35.25.04.2008|Munggugebang
35.25.04.2009|Balongmojo
35.25.04.2010|Bulangkulon
35.25.04.2011|Banter
35.25.04.2012|Sirnoboyo
35.25.04.2013|Munggugianti
35.25.04.2014|Klampok
35.25.04.2015|Metatu
35.25.04.2016|Bengkelolor
35.25.04.2017|Gurangploso
35.25.04.2018|Kedungsekar
35.25.04.2019|Dermo
35.25.04.2020|Jogodalu
35.25.04.2021|Jatirembe
35.25.04.2022|Bulurejo
35.25.04.2023|Punduttrate
35.25.05|Duduksampeyan
35.25.05.2001|Panjunan
35.25.05.2002|Kandangan
35.25.05.2003|Pandanan
35.25.05.2004|Tumapel
35.25.05.2005|Tambakrejo
35.25.05.2006|Glanggang
35.25.05.2007|Palebon
35.25.05.2008|Setrohadi
35.25.05.2009|Bendungan
35.25.05.2010|Sumengko
35.25.05.2011|Wadak Lor
35.25.05.2012|Wadak Kidul
35.25.05.2013|Petisbenem
35.25.05.2014|Duduksampeyan
35.25.05.2015|Gredek
35.25.05.2016|Kramat
35.25.05.2017|Sumari
35.25.05.2018|Samirplapan
35.25.05.2019|Kawistowindu
35.25.05.2020|Kemudi
35.25.05.2021|Tebaloan
35.25.05.2022|Tirem
35.25.05.2023|Ambeng - ambeng Watangrejo
35.25.06|Wringinanom
35.25.06.2001|Kepuhklagen
35.25.06.2002|Sumbergede
35.25.06.2003|Mondoluku
35.25.06.2004|Kedunganyar
35.25.06.2005|Sumberwaru
35.25.06.2006|Kesambenkulon
35.25.06.2007|Sumberame
35.25.06.2008|Sembung
35.25.06.2009|Sooko
35.25.06.2010|Wringinanom
35.25.06.2011|Pedagangan
35.25.06.2012|Lebanisuko
35.25.06.2013|Lebaniwaras
35.25.06.2014|Watestanjung
35.25.06.2015|Sumengko
35.25.06.2016|Pasinanlemahputih
35.25.07|Ujungpangkah
35.25.07.2001|Pangkahkulon
35.25.07.2002|Cangaan
35.25.07.2003|Ngemboh
35.25.07.2004|Sekapuk
35.25.07.2005|Gosari
35.25.07.2006|Banyuurip
35.25.07.2007|Kebonagung
35.25.07.2008|Pangkahwetan
35.25.07.2009|Bolo
35.25.07.2010|Glatik
35.25.07.2011|Karangrejo
35.25.07.2012|Ketapanglor
35.25.07.2013|Tanjangawan
35.25.08|Kedamean
35.25.08.2001|Mojowuku
35.25.08.2002|Glindah
35.25.08.2003|Sidoraharjo
35.25.08.2004|Tulung
35.25.08.2005|Cermen
35.25.08.2006|Lampah
35.25.08.2007|Slempit
35.25.08.2008|Turirejo
35.25.08.2009|Belahanrejo
35.25.08.2010|Menunggal
35.25.08.2011|Tanjung
35.25.08.2012|Katimoho
35.25.08.2013|Banyuurip
35.25.08.2014|Kedamean
35.25.08.2015|Ngepung
35.25.09|Sidayu
35.25.09.2001|Sukorejo
35.25.09.2002|Gedangan
35.25.09.2003|Wadeng
35.25.09.2004|Lasem
35.25.09.2005|Kertosono
35.25.09.2006|Sambipondok
35.25.09.2007|Raci Kulon
35.25.09.2008|Golokan
35.25.09.2009|Raci Tengah
35.25.09.2010|Purwodadi
35.25.09.2011|Sidomulyo
35.25.09.2012|Srowo
35.25.09.2013|Kauman
35.25.09.2014|Bunderan
35.25.09.2015|Asempapak
35.25.09.2016|Mriyunan
35.25.09.2017|Mojoasem
35.25.09.2018|Sedagaran
35.25.09.2019|Ngawen
35.25.09.2020|Pengulu
35.25.09.2021|Randuboto
35.25.10|Manyar
35.25.10.2001|Tanggulrejo
35.25.10.2002|Morobakung
35.25.10.2003|Pejangganan
35.25.10.2004|Gumeno
35.25.10.2005|Sumberejo
35.25.10.2006|Ngampel
35.25.10.2007|Betoyokauman
35.25.10.2008|Sembayat
35.25.10.2009|Betoyoguci
35.25.10.2010|Leran
35.25.10.2011|Tebalo
35.25.10.2012|Karangrejo
35.25.10.2013|Banyuwangi
35.25.10.2014|Manyarejo
35.25.10.2015|Manyar Sidomukti
35.25.10.2016|Manyar Sidorukun
35.25.10.2017|Banjarsari
35.25.10.2018|Suci
35.25.10.2019|Paganden
35.25.10.2020|Pongangan
35.25.10.2021|Sukomulyo
35.25.10.2022|Yosowilangun
35.25.10.2023|Roomo
35.25.11|Cerme
35.25.11.2001|Dadapkuning
35.25.11.2002|Lengkong
35.25.11.2003|Kandangan
35.25.11.2004|Dooro
35.25.11.2005|Dampaan
35.25.11.2006|Ngembung
35.25.11.2007|Sukoanyar
35.25.11.2008|Gedangkulud
35.25.11.2009|Wedani
35.25.11.2010|Dungus
35.25.11.2011|Guranganyar
35.25.11.2012|Kambingan
35.25.11.2013|Morowudi
35.25.11.2014|Betiting
35.25.11.2015|Ngabetan
35.25.11.2016|Padeg
35.25.11.2017|Iker - iker Geger
35.25.11.2018|Semampir
35.25.11.2019|Cagakagung
35.25.11.2020|Cerme Kidul
35.25.11.2021|Cerme Lor
35.25.11.2022|Pandu
35.25.11.2023|Banjarsari
35.25.11.2024|Tambakberas
35.25.11.2025|Jono
35.25.12|Bungah
35.25.12.2001|Sidomukti
35.25.12.2002|Mojopurogede
35.25.12.2003|Mojopurowetan
35.25.12.2004|Melirang
35.25.12.2005|Sidorejo
35.25.12.2006|Raciwetan
35.25.12.2007|Masangan
35.25.12.2008|Sidokumpul
35.25.12.2009|Pegundan
35.25.12.2010|Sukowati
35.25.12.2011|Abar- abir
35.25.12.2012|Bungah
35.25.12.2013|Kemangi
35.25.12.2014|Kisik
35.25.12.2015|Gumeng
35.25.12.2016|Sukorejo
35.25.12.2017|Indrodelik
35.25.12.2018|Bedanten
35.25.12.2019|Sungonlegowo
35.25.12.2020|Tanjung Widoro
35.25.12.2021|Watuagung
35.25.12.2022|Kramat
35.25.13|Menganti
35.25.13.2001|Beton
35.25.13.2002|Pranti
35.25.13.2003|Gadingwatu
35.25.13.2004|Bringkang
35.25.13.2005|Boteng
35.25.13.2006|Putatlor
35.25.13.2007|Domas
35.25.13.2008|Mojotengah
35.25.13.2009|Boboh
35.25.13.2010|Sidojangkung
35.25.13.2011|Hendrosari
35.25.13.2012|Pelemwatu
35.25.13.2013|Menganti
35.25.13.2014|Hulaan
35.25.13.2015|Kepatihan
35.25.13.2016|Gempolkurung
35.25.13.2017|Drancang
35.25.13.2018|Sidowungu
35.25.13.2019|Randupadangan
35.25.13.2020|Setro
35.25.13.2021|Pengalangan
35.25.13.2022|Laban
35.25.14|Kebomas
35.25.14.1006|Gulomantung
35.25.14.1008|Sidomukti
35.25.14.1010|Kebomas
35.25.14.1011|Kawis Anyar
35.25.14.1012|Ngargosari
35.25.14.1014|Gending
35.25.14.1015|Sidomoro
35.25.14.1016|Tenggulunan
35.25.14.1017|Singosari
35.25.14.1019|Indro
35.25.14.2001|Dahanrejo
35.25.14.2002|Kembangan
35.25.14.2003|Kedayang
35.25.14.2004|Randuagung
35.25.14.2005|Klangonan
35.25.14.2007|Sukorejo
35.25.14.2009|Giri
35.25.14.2013|Segoromadu
35.25.14.2018|Karangkiring
35.25.14.2020|Prambangan
35.25.14.2021|Sekarkurung
35.25.15|Driyorejo
35.25.15.2001|Karangandong
35.25.15.2002|Banjaran
35.25.15.2003|Krikilan
35.25.15.2004|Mojosari Rejo
35.25.15.2005|Tanjungan
35.25.15.2006|Anom
35.25.15.2007|Sumput
35.25.15.2008|Kesamben Wetan
35.25.15.2009|Randegansari
35.25.15.2010|Tenaru
35.25.15.2011|Driyorejo
35.25.15.2012|Petiken
35.25.15.2013|Cangkir
35.25.15.2014|Gadung
35.25.15.2015|Mulung
35.25.15.2016|Bambe
35.25.16|Gresik
35.25.16.1001|Ngipik
35.25.16.1002|Tlogo Pojok
35.25.16.1003|Karang Turi
35.25.16.1004|Tlogo Patut
35.25.16.1005|Sukorame
35.25.16.1006|Lumpur
35.25.16.1007|Karang Poh
35.25.16.1008|Trate
35.25.16.1010|Sido Kumpul
35.25.16.1011|Bedilan
35.25.16.1012|Sukodono
35.25.16.1013|Kemuteran
35.25.16.1014|Pekelingan
35.25.16.1015|Kroman
35.25.16.1016|Kebungson
35.25.16.1017|Pekauman
35.25.16.2009|Tlogobendung
35.25.16.2018|Gapuro Sukolilo
35.25.16.2019|Pulopancikan
35.25.16.2020|Kramatinggil
35.25.16.2021|Sidorukun
35.25.17|Sangkapura
35.25.17.2001|Dekatagung
35.25.17.2002|Kumalasa
35.25.17.2003|Suwari
35.25.17.2004|Pudakitbarat
35.25.17.2005|Pudakittimur
35.25.17.2006|Lebak
35.25.17.2007|Bululanjang
35.25.17.2008|Patarselamat
35.25.17.2009|Kotakusuma
35.25.17.2010|Sungaiteluk
35.25.17.2011|Gunungteguh
35.25.17.2012|Sawahmulya
35.25.17.2013|Sungairujing
35.25.17.2014|Balikterus
35.25.17.2015|Kebontelukdalam
35.25.17.2016|Sidogedungbatu
35.25.17.2017|Daun
35.25.18|Tambak
35.25.18.2001|Gelam
35.25.18.2002|Sukaoneng
35.25.18.2003|Sukalela
35.25.18.2004|Pekalongan
35.25.18.2005|Tambak
35.25.18.2006|Telukjatidawang
35.25.18.2007|Klumpanggubug
35.25.18.2008|Grejeg
35.25.18.2009|Tanjungori
35.25.18.2010|Peromaan
35.25.18.2011|Diponggo
35.25.18.2012|Kepuhteluk
35.25.18.2013|Kepuhlegundi
35.26|KAB. BANGKALAN
35.26.01|Bangkalan
35.26.01.1001|Mlajah
35.26.01.1002|Kemayoran
35.26.01.1003|Pangeranan
35.26.01.1004|Demangan
35.26.01.1005|Kraton
35.26.01.1006|Pejagan
35.26.01.1007|Bancaran
35.26.01.2008|Sembilangan
35.26.01.2009|Ujung Piring
35.26.01.2010|Kramat
35.26.01.2011|Martajasah
35.26.01.2012|Sabiyan
35.26.01.2013|Gebang
35.26.02|Socah
35.26.02.2001|Socah
35.26.02.2002|Keleyan
35.26.02.2003|Bilaporah
35.26.02.2004|Parseh
35.26.02.2005|Jaddih
35.26.02.2006|Buluh
35.26.02.2007|Junganyar
35.26.02.2008|Dakiring
35.26.02.2009|Petaonan
35.26.02.2010|Pernajuh
35.26.02.2011|Saggra Agung
35.26.03|Burneh
35.26.03.1005|Tunjung
35.26.03.2001|Burneh
35.26.03.2002|Langkap
35.26.03.2003|Banangkah
35.26.03.2004|Alaskembang
35.26.03.2006|Arok
35.26.03.2007|Kapor
35.26.03.2008|Sobih
35.26.03.2009|Pangolangan
35.26.03.2010|Binoh
35.26.03.2011|Perreng
35.26.03.2012|Jambuh
35.26.04|Kamal
35.26.04.2001|Kamal
35.26.04.2002|Banyuajuh
35.26.04.2003|Gili Barat
35.26.04.2004|Gili Timur
35.26.04.2005|Gili Anyar
35.26.04.2006|Telang
35.26.04.2007|Pendabah
35.26.04.2008|Tajungan
35.26.04.2009|Kebun
35.26.04.2010|Tangjungjati
35.26.05|Arosbaya
35.26.05.2001|Arosbaya
35.26.05.2002|Tengket
35.26.05.2003|Lajing
35.26.05.2004|Balung
35.26.05.2005|Glagga
35.26.05.2006|Pandan Lanjang
35.26.05.2007|Batonaong
35.26.05.2008|Ombul
35.26.05.2009|Karang Duwak
35.26.05.2010|Berbeluk
35.26.05.2011|Buduran
35.26.05.2012|Tambegan
35.26.05.2013|Cendagah
35.26.05.2014|Mangkon
35.26.05.2015|Karang Pao
35.26.05.2016|Makam Agung
35.26.05.2017|Dlemer
35.26.05.2018|Plakaran
35.26.06|Geger
35.26.06.2001|Kombangan
35.26.06.2002|Banyoneng Laok
35.26.06.2003|Katol Barat
35.26.06.2004|Dabung
35.26.06.2005|Lerpak
35.26.06.2006|Geger
35.26.06.2007|Togubang
35.26.06.2008|Batobella
35.26.06.2009|Kampak
35.26.06.2010|Campor
35.26.06.2011|Kompol
35.26.06.2012|Tegar Priyah
35.26.06.2013|Banyoneng Dajah
35.26.07|Klampis
35.26.07.2001|Klampis Barat
35.26.07.2002|Bulukagung
35.26.07.2003|Mrandung
35.26.07.2004|Tobaddung
35.26.07.2005|Tolbuk
35.26.07.2006|Moarah
35.26.07.2007|Raas
35.26.07.2008|Polongan
35.26.07.2009|Karang Asem
35.26.07.2010|Trogan
35.26.07.2011|Bulung
35.26.07.2012|Banteyan
35.26.07.2013|Bragang
35.26.07.2014|Lergunong
35.26.07.2015|Panyaksagan
35.26.07.2016|Manonggal
35.26.07.2017|Bator
35.26.07.2018|Klampis Timur
35.26.07.2019|Tenggun Dajah
35.26.07.2020|Larangan Sorjan
35.26.07.2021|Larangan Glintong
35.26.07.2022|Kool
35.26.08|Sepulu
35.26.08.2001|Sepulu
35.26.08.2002|Maneron
35.26.08.2003|Gangseyan
35.26.08.2004|Klapayan
35.26.08.2005|Bangsereh
35.26.08.2006|Kelbung
35.26.08.2007|Saplasah
35.26.08.2008|Genelap
35.26.08.2009|Klabetan
35.26.08.2010|Banyior
35.26.08.2011|Prancak
35.26.08.2012|Labuhan
35.26.08.2013|Tanagura Barat
35.26.08.2014|Lembung Paseser
35.26.08.2015|Tanagura Timur
35.26.09|Tanjung Bumi
35.26.09.2001|Paseseh
35.26.09.2002|Bumi Anyar
35.26.09.2003|Tambak Pocok
35.26.09.2004|Larangan Timur
35.26.09.2005|Bungkeng
35.26.09.2006|Bandang Dajah
35.26.09.2007|Tagungguh
35.26.09.2008|Planggiran
35.26.09.2009|Aeng Taber
35.26.09.2010|Banyusangka
35.26.09.2011|Tlangoh
35.26.09.2012|Macajah
35.26.09.2013|Tanjung Bumi
35.26.09.2014|Telaga Biru
35.26.10|Kokop
35.26.10.2001|Dupok
35.26.10.2002|Bandasoleh
35.26.10.2003|Batokorogan
35.26.10.2004|Tramok
35.26.10.2005|Katol Timur
35.26.10.2006|Lembung Gunong
35.26.10.2007|Amparaan
35.26.10.2008|Kokop
35.26.10.2009|Tlokoh
35.26.10.2010|Durjan
35.26.10.2011|Manoan
35.26.10.2012|Mandung
35.26.10.2013|Bandang Laok
35.26.11|Kwanyar
35.26.11.2001|Pesanggrahan
35.26.11.2002|Kwanyar Barat
35.26.11.2003|Ketetang
35.26.11.2004|Dlemer
35.26.11.2005|Morombuh
35.26.11.2006|Tebul
35.26.11.2007|Karang Anyar
35.26.11.2008|Janteh
35.26.11.2009|Somor Koneng
35.26.11.2010|Paoran
35.26.11.2011|Karang Entang
35.26.11.2012|Batah Barat
35.26.11.2013|Batah Timur
35.26.11.2014|Pandanan
35.26.11.2015|Gunung Sereng
35.26.11.2016|Duwek Buter
35.26.12|Labang
35.26.12.2001|Kesek
35.26.12.2002|Labang
35.26.12.2003|Jukong
35.26.12.2004|Pangpong
35.26.12.2005|Sukolilo Timur
35.26.12.2006|Sukolilo Barat
35.26.12.2007|Bringen
35.26.12.2008|Baengas
35.26.12.2009|Bunajih
35.26.12.2010|Sendang Laok
35.26.12.2011|Sendang Dajah
35.26.12.2012|Petapan
35.26.12.2013|Morkepek
35.26.13|Tanah Merah
35.26.13.2001|Tanah Merah Dajah
35.26.13.2002|Tanah Merah Laok
35.26.13.2003|Petrah
35.26.13.2004|Jangkar
35.26.13.2005|Pettong
35.26.13.2006|Kendaban
35.26.13.2007|Dumajah
35.26.13.2008|Pacentan
35.26.13.2009|Baipajung
35.26.13.2010|Tlomar
35.26.13.2011|Rongdurin
35.26.13.2012|Landak
35.26.13.2013|Basanah
35.26.13.2014|Poter
35.26.13.2015|Patemon
35.26.13.2016|Dlambah Dajah
35.26.13.2017|Dlambah Laok
35.26.13.2018|Mrecah
35.26.13.2019|Buddan
35.26.13.2020|Batangan
35.26.13.2021|Padurungan
35.26.13.2022|Pangeleyan
35.26.13.2023|Kranggan Barat
35.26.14|Tragah
35.26.14.2001|Soket Laok
35.26.14.2002|Soket Dajah
35.26.14.2003|Pamorah
35.26.14.2004|Banyubeseh
35.26.14.2005|Pocong
35.26.14.2006|Tragah
35.26.14.2007|Karang Leman
35.26.14.2008|Duko Tambin
35.26.14.2009|Keteleng
35.26.14.2010|Alang Alang
35.26.14.2011|Kemoning
35.26.14.2012|Tambin
35.26.14.2013|Bajeman
35.26.14.2014|Jaddung
35.26.14.2015|Pacangan
35.26.14.2016|Bancang
35.26.14.2017|Jaah
35.26.14.2018|Masaran
35.26.15|Blega
35.26.15.2001|Blega
35.26.15.2002|Rosep
35.26.15.2003|Nyor Manes
35.26.15.2004|Alas Rajah
35.26.15.2005|Blega Oloh
35.26.15.2006|Karang Nangkah
35.26.15.2007|Karang Panasan
35.26.15.2008|Karang Gayam
35.26.15.2009|Lomaer
35.26.15.2010|Bates
35.26.15.2011|Lombang Laok
35.26.15.2012|Lombang Dajah
35.26.15.2013|Karpote
35.26.15.2014|Kajjan
35.26.15.2015|Panjalinan
35.26.15.2016|Pangeran Gadungan
35.26.15.2017|Kampao
35.26.15.2018|Ko'olan
35.26.15.2019|Gigir
35.26.16|Modung
35.26.16.2001|Patereman
35.26.16.2002|Paeng
35.26.16.2003|Kolla
35.26.16.2004|Neroh
35.26.16.2005|Langpanggang
35.26.16.2006|Patenteng
35.26.16.2007|Srabi Barat
35.26.16.2008|Srabi Timur
35.26.16.2009|Pangpajung
35.26.16.2010|Karang Anyar
35.26.16.2011|Alas Kokon
35.26.16.2012|Pakong
35.26.16.2013|Glisgis
35.26.16.2014|Brakas Dajah
35.26.16.2015|Modung
35.26.16.2016|Suwaan
35.26.16.2017|Manggaan
35.26.17|Konang
35.26.17.2001|Bandung
35.26.17.2002|Konang
35.26.17.2003|Genteng
35.26.17.2004|Pakes
35.26.17.2005|Cangkareman
35.26.17.2006|Sen Asen
35.26.17.2007|Sambiyan
35.26.17.2008|Campor
35.26.17.2009|Galis Dajah
35.26.17.2010|Kanegarah
35.26.17.2011|Durin Barat
35.26.17.2012|Durin Timur
35.26.17.2013|Batokaban
35.26.18|Galis
35.26.18.2001|Tellok
35.26.18.2002|Daleman
35.26.18.2003|Blateran
35.26.18.2004|Paterongan
35.26.18.2005|Kajuanak
35.26.18.2006|Longkek
35.26.18.2007|Galis
35.26.18.2008|Pekadan
35.26.18.2009|Bangpendah
35.26.18.2010|Paka'an Dajah
35.26.18.2011|Paka'an Laok
35.26.18.2012|Kranggan Timur
35.26.18.2013|Separah
35.26.18.2014|Banjar
35.26.18.2015|Tlagah
35.26.18.2016|Lantek Barat
35.26.18.2017|Lantek Timor
35.26.18.2018|Kelbung
35.26.18.2019|Banyu Bunih
35.26.18.2020|Sadah
35.26.18.2021|Sorpa
35.27|KAB. SAMPANG
35.27.01|Sreseh
35.27.01.2001|Noreh
35.27.01.2002|Labuhan
35.27.01.2003|Taman
35.27.01.2004|Sreseh
35.27.01.2005|Disanah
35.27.01.2006|Marparan
35.27.01.2007|Klobur
35.27.01.2008|Labang
35.27.01.2009|Bundah
35.27.01.2010|Bangsah
35.27.01.2011|Plasah
35.27.01.2012|Junok
35.27.02|Torjun
35.27.02.2007|Dulang
35.27.02.2008|Patarongan
35.27.02.2009|Pangongsean
35.27.02.2010|Krampon
35.27.02.2011|Bringinnonggal
35.27.02.2012|Torjun
35.27.02.2013|Patapan
35.27.02.2014|Jeruk Porot
35.27.02.2015|Kodak
35.27.02.2016|Kanjar
35.27.02.2017|Kara
35.27.02.2018|Tanah Merah
35.27.03|Sampang
35.27.03.1003|Polagan
35.27.03.1004|Banyuanyar
35.27.03.1006|Rongtengah
35.27.03.1007|Karang Dalam
35.27.03.1008|Gunung Sekar
35.27.03.1009|Dalpenang
35.27.03.2001|P. Mandingan
35.27.03.2002|Aengsareh
35.27.03.2005|Gunung Maddah
35.27.03.2010|Panggung
35.27.03.2011|Taman Sareh
35.27.03.2012|Pakalongan
35.27.03.2013|Tanggumong
35.27.03.2014|Kamuning
35.27.03.2015|Banyumas
35.27.03.2016|Pangelen
35.27.03.2017|Paseyan
35.27.03.2018|Baruh
35.27.04|Camplong
35.27.04.2001|Taddan
35.27.04.2002|Banjar Talela
35.27.04.2003|Tambaan
35.27.04.2004|Prajjan
35.27.04.2005|Dharma Camplong
35.27.04.2006|Batukarang
35.27.04.2007|Sejati
35.27.04.2008|Dharma Tanjung
35.27.04.2009|Rabasan
35.27.04.2010|Banjartabulu
35.27.04.2011|Anggersek
35.27.04.2012|Madupat
35.27.04.2013|Pamolaan
35.27.04.2014|Plampaan
35.27.05|Omben
35.27.05.2001|Kebun Sareh
35.27.05.2002|Karangnangger
35.27.05.2003|Rapa Laok
35.27.05.2004|Rapa Daya
35.27.05.2005|Astapah
35.27.05.2006|Sogian
35.27.05.2007|Gersempal
35.27.05.2008|Temoran
35.27.05.2009|Meteng
35.27.05.2010|Madulang
35.27.05.2011|Kamondung
35.27.05.2012|Omben
35.27.05.2013|Tambak
35.27.05.2014|Angsokah
35.27.05.2015|Jranguan
35.27.05.2016|Rongdalam
35.27.05.2017|Napo Laok
35.27.05.2018|Napo Daya
35.27.05.2019|Karanggayam
35.27.05.2020|Pandan
35.27.06|Kedungdung
35.27.06.2001|Banyukapah
35.27.06.2002|Rabasan
35.27.06.2003|Rohayu
35.27.06.2004|Kedungdung
35.27.06.2005|Komis
35.27.06.2006|Bajrasoka
35.27.06.2007|Kramat
35.27.06.2008|Nyeloh
35.27.06.2009|Banjar
35.27.06.2010|Ombul
35.27.06.2011|Pajeruan
35.27.06.2012|Moktesareh
35.27.06.2013|Batoporo Barat
35.27.06.2014|Batoporo Timur
35.27.06.2015|Gunungeleh
35.27.06.2016|Daleman
35.27.06.2017|Pasarenan
35.27.06.2018|Palenggian
35.27.07|Jrengik
35.27.07.2001|Asemraja
35.27.07.2002|Plakaran
35.27.07.2003|Asemnonggal
35.27.07.2004|Majangan
35.27.07.2005|Margantoko
35.27.07.2006|Penyepen
35.27.07.2007|Taman
35.27.07.2008|Jrengik
35.27.07.2009|Kalangan Prao
35.27.07.2010|Kotah
35.27.07.2011|Jungkarang
35.27.07.2012|Mlakah
35.27.07.2013|Bancelok
35.27.07.2014|Buker
35.27.08|Tambelangan
35.27.08.2001|Karanganyar
35.27.08.2002|Baturasang
35.27.08.2003|Mambulu Barat
35.27.08.2004|Bringin
35.27.08.2005|Samaran
35.27.08.2006|Tambelangan
35.27.08.2007|Barunggagah
35.27.08.2008|Banjarbillah
35.27.08.2009|Somber
35.27.08.2010|Birem
35.27.09|Banyuates
35.27.09.2001|Olor
35.27.09.2002|Planggaran Barat
35.27.09.2003|Planggaran Timur
35.27.09.2004|Tolang
35.27.09.2005|Lar Lar
35.27.09.2006|Tlagah
35.27.09.2007|Nagasareh
35.27.09.2008|Trapang
35.27.09.2009|Terosan
35.27.09.2010|Asem Jaran
35.27.09.2011|Kembang Jeruk
35.27.09.2012|Morbatoh
35.27.09.2013|Montor
35.27.09.2014|Tebanah
35.27.09.2015|Nepa
35.27.09.2016|Batioh
35.27.09.2017|Masaran
35.27.09.2018|Banyuates
35.27.09.2019|Jatra Timur
35.27.09.2020|Tapaan
35.27.10|Robatal
35.27.10.2008|Lepelle
35.27.10.2009|Bapelle
35.27.10.2010|Sawah Tengah
35.27.10.2011|Torjunan
35.27.10.2012|Tragih
35.27.10.2013|Jelgung
