12|SUMATERA UTARA
12.09.13.2012|Air Teluk Hessa
12.09.13.2013|Air Genting
12.09.13.2014|Hessa Air Genting
12.09.13.2018|Sijabut Teratai
12.09.13.2019|Pulau Pule
12.09.14|Pulau Rakyat
12.09.14.2001|Sei Piring
12.09.14.2002|Pulau Rakyat Tua
12.09.14.2003|Pulau Rakyat Pekan
12.09.14.2004|Orika
12.09.14.2005|Manis
12.09.14.2006|Tunggul
12.09.14.2007|Bangun
12.09.14.2008|Persatuan
12.09.14.2009|Padang Mahondang
12.09.14.2010|Ofa Padang Mahondang
12.09.14.2011|Baru
12.09.14.2012|Mekar Sari
12.09.15|Bandar Pulau
12.09.15.2003|Bandar Pulau Pekan
12.09.15.2005|Buntu Maraja
12.09.15.2006|Gonting Malaha
12.09.15.2010|Padang Pulau
12.09.15.2012|Perkebunan Aek Tarum
12.09.15.2016|Perkebunan Padang Pulau
12.09.15.2019|Huta Rao
12.09.15.2020|Aek Nagali
12.09.15.2021|Gajah Sakti
12.09.15.2022|Gunung Berkat
12.09.16|Buntu Pane
12.09.16.2001|Ambalutu
12.09.16.2002|Buntu Pane
12.09.16.2003|Lestari
12.09.16.2005|Prapat Janji
12.09.16.2007|Sei Silau Timur
12.09.16.2016|Sionggang
12.09.16.2017|Mekar Sari
12.09.16.2018|Perkebunan Sei Silau
12.09.16.2019|Karya Ambalutu
12.09.17|Bandar Pasir Mandoge
12.09.17.2001|Bandar Pasir Mandoge
12.09.17.2002|Huta Bagasan
12.09.17.2003|Sei Nadoras
12.09.17.2004|Silau Jawa
12.09.17.2005|Suka Makmur
12.09.17.2006|Sei Kopas
12.09.17.2007|Huta Padang
12.09.17.2008|Tomuan Holbung
12.09.17.2009|Gotting Sidodadi
12.09.18|Aek Kuasan
12.09.18.1001|Aek Loba Pekan
12.09.18.2002|Aek Loba Afd I
12.09.18.2003|Alang Bonbon
12.09.18.2009|Sengon Sari
12.09.18.2010|Lobu Jiur
12.09.18.2011|Rawa Sari
12.09.18.2013|Aek Loba
12.09.19|Kota Kisaran Barat
12.09.19.1001|Bunut
12.09.19.1002|Bunut Barat
12.09.19.1003|Dadimulyo
12.09.19.1004|Kisaran Barat
12.09.19.1005|Kisaran Baru
12.09.19.1006|Kisaran Kota
12.09.19.1007|Mekar Baru
12.09.19.1008|Sei Renggas
12.09.19.1009|Sendang Sari
12.09.19.1010|Sidodadi
12.09.19.1011|Sidomukti
12.09.19.1012|Tebing Kisaran
12.09.19.1013|Tegal Sari
12.09.20|Kota Kisaran Timur
12.09.20.1001|Teladan
12.09.20.1002|Siumbut Umbut
12.09.20.1003|Siumbut Baru
12.09.20.1004|Sentang
12.09.20.1005|Selawan
12.09.20.1006|Mutiara
12.09.20.1007|Lestari
12.09.20.1008|Kisaran Timur
12.09.20.1009|Kisaran Naga
12.09.20.1010|Kedai Ledang
12.09.20.1011|Karang Anyer
12.09.20.1012|Gambir Baru
12.09.21|Aek Songsongan
12.09.21.2001|Aek Songsongan
12.09.21.2002|Perkebunan Bandar Selamat
12.09.21.2003|Perkebunan Bandar Pulau
12.09.21.2004|Aek Bamban
12.09.21.2005|Marjanji Aceh
12.09.21.2006|Lobu Rappa
12.09.21.2007|Tangga
12.09.21.2008|Situnjak
12.09.21.2009|Mekar Marjanji
12.09.22|Rahunig
12.09.22.2001|Rahuning
12.09.22.2002|Perkebunan Gunung Melayu
12.09.22.2003|Gunung Melayu
12.09.22.2004|Batu Anam
12.09.22.2005|Perkebunan Aek Nagaga
12.09.22.2006|Rahuning I
12.09.22.2007|Rahuning II
12.09.23|Sei Dadap
12.09.23.2001|Tanjung Alam
12.09.23.2002|Perkebunan Sei Dadap I/II
12.09.23.2003|Perkebunan Sei Dadap III/IV
12.09.23.2004|Sei Kamah I
12.09.23.2005|Sei Kamah II
12.09.23.2006|Bahung Sibatu-batu
12.09.23.2007|Sei Alim Hasak
12.09.23.2008|Tanjung Asri
12.09.23.2009|Sei Kamah Baru
12.09.23.2010|Pasiran
12.09.24|Sei Kepayang Barat
12.09.24.2001|Sei Nangka
12.09.24.2002|Sei Jawi-Jawi
12.09.24.2003|Sei Serindan
12.09.24.2004|Sei Tualang Pandau
12.09.24.2005|Sei Lendir
12.09.24.2006|Sei Kepayang Kiri
12.09.25|Sei Kepayang Timur
12.09.25.2001|Sei Lunang
12.09.25.2002|Sei Pasir
12.09.25.2003|Sei Tempurung
12.09.25.2004|Sarang Helang
12.09.25.2005|Sei Sembilang
12.09.26|Tinggi Raja
12.09.26.2001|Tinggi Raja
12.09.26.2002|Sumber Harapan
12.09.26.2003|Terusan Tengah
12.09.26.2004|Piasa Ulu
12.09.26.2005|Sidomulyo
12.09.26.2006|Teladan
12.09.26.2007|Padang Sari
12.09.27|Setia Janji
12.09.27.2001|Urung Pane
12.09.27.2002|Sei Silau Tua
12.09.27.2003|Sei Silau Barat
12.09.27.2004|Silau Maraja
12.09.27.2005|Bangun Sari
12.09.28|Silau Laut
12.09.28.2001|Silo Baru
12.09.28.2002|Silo Lama
12.09.28.2003|Silo Bonto
12.09.28.2004|Lubuk Palas
12.09.28.2005|Bangun Sari
12.09.29|Rawang Panca Arga
12.09.29.2001|Rawang Lama
12.09.29.2002|Rawang Baru
12.09.29.2003|Rawang Pasar IV
12.09.29.2004|Rawang Pasar V
12.09.29.2005|Pondok Bungur
12.09.29.2006|Panca Arga
12.09.29.2007|Rawang Pasar VI
12.09.30|Pulo Bandring
12.09.30.2001|Suka Damai
12.09.30.2002|Perhutaan Silau
12.09.30.2003|Tanah Rakyat
12.09.30.2004|Taman Sari
12.09.30.2005|Gedangan
12.09.30.2006|Suka Makmur
12.09.30.2007|Pulo Bandring
12.09.30.2008|Sidomulyo
12.09.30.2009|Suka Damai Barat
12.09.30.2010|Bunut Seberang
12.09.31|Teluk Dalam
12.09.31.2001|Air Teluk Kiri
12.09.31.2002|Teluk Dalam
12.09.31.2003|Perkebunan Teluk Dalam
12.09.31.2004|Pulau Maria
12.09.31.2005|Pulau Tanjung
12.09.31.2006|Mekar Tanjung
12.09.32|Aek Ledong
12.09.32.2001|Aek Bange
12.09.32.2002|Aek Korsik
12.09.32.2003|Aek Ledong
12.09.32.2004|Ledong Barat
12.09.32.2005|Aek Nabuntu
12.09.32.2006|Ledong Timur
12.09.32.2007|Padang Sipirok
12.10|KAB. LABUHANBATU
12.10.01|Rantau Utara
12.10.01.1001|Padang Matinggi
12.10.01.1002|Siringo-Ringo
12.10.01.1003|Sirandorung
12.10.01.1004|Rantauprapat
12.10.01.1005|Kartini
12.10.01.1006|Cendana
12.10.01.1007|Binaraga
12.10.01.1008|Pulo Padang
12.10.01.1009|Padang Bulan
12.10.01.1010|Aek Paing
12.10.02|Rantau Selatan
12.10.02.1001|Bakaran Batu
12.10.02.1002|Sioldengan
12.10.02.1003|Urung Kompas
12.10.02.1004|Ujung Bandar
12.10.02.1005|Sigambal
12.10.02.1006|Lobusona
12.10.02.1007|Pardamean
12.10.02.1008|Danau Bale
12.10.02.1009|Sidorejo
12.10.07|Bilah Barat
12.10.07.2001|Sibargot
12.10.07.2002|Bandar Kumbul
12.10.07.2003|Tanjung Medan
12.10.07.2004|Janji
12.10.07.2005|Tebing Linggahara
12.10.07.2006|AFD.I Rantauprapat
12.10.07.2007|AFD.II Rantauprapat
12.10.07.2008|Aek Buru Selatan
12.10.07.2009|Kampung Baru
12.10.07.2010|Tebing Linggahara Baru
12.10.08|Bilah Hilir
12.10.08.1001|Negeri Lama
12.10.08.1002|Negeri Baru
12.10.08.2003|Perkebunan Sennah
12.10.08.2004|Perkebunan Negeri Lama
12.10.08.2005|Perkebunan Bilah
12.10.08.2006|Kampung Bilah
12.10.08.2007|Negeri Lama Seberang
12.10.08.2008|Sei Tampang
12.10.08.2009|Selat Besar
12.10.08.2010|Tanjung Haloban
12.10.08.2011|Sidomulyo
12.10.08.2012|Sei Tarolat
12.10.08.2013|Sei Kasih
12.10.09|Bilah Hulu
12.10.09.2001|Lingga Tiga
12.10.09.2002|Tanjung Siram
12.10.09.2003|Pematang Seleng
12.10.09.2004|Perbaungan
12.10.09.2005|Gunung Selamat
12.10.09.2006|Emplasemen Aek Nabara
12.10.09.2007|Bandar Tinggi
12.10.09.2008|Kampung Dalam
12.10.09.2009|Pondok Batu
12.10.09.2010|Meranti
12.10.09.2011|N-1 Aek Nabara
12.10.09.2012|N-2 Aek Nabara
12.10.09.2013|N-3 Aek Nabara
12.10.09.2014|N-4 Aek Nabara
12.10.09.2015|N-5 Aek Nabara
12.10.09.2016|N-6 Aek Nabara
12.10.09.2017|N-7 Aek Nabara
12.10.09.2018|N-8 Aek Nabara
12.10.09.2019|S-1 Aek Nabara
12.10.09.2020|S-2 Aek Nabara
12.10.09.2021|S-3 Aek Nabara
12.10.09.2022|S-4 Aek Nabara
12.10.09.2023|S-5 Aek Nabara
12.10.09.2024|S-6 Aek Nabara
12.10.14|Pangkatan
12.10.14.2001|Sidorukun
12.10.14.2002|Tebing Tinggi Pangkatan
12.10.14.2003|Perkebunan Pangkatan
12.10.14.2004|Kampung Padang
12.10.14.2005|Pangkatan
12.10.14.2006|Sennah
12.10.14.2007|Tanjung Harapan
12.10.18|Panai Tengah
12.10.18.1001|Labuhan Bilik
12.10.18.2002|Sei Pelancang
12.10.18.2003|Sei Siarti
12.10.18.2004|Sei Nahodaris
12.10.18.2005|Sei Merdeka
12.10.18.2006|Sei Rakyat
12.10.18.2007|Selat Beting
12.10.18.2008|Bagan Bilah
12.10.18.2009|Telaga Suka
12.10.18.2010|Pasar Tiga
12.10.19|Panai Hilir
12.10.19.1001|Sei Berombang
12.10.19.2002|Sei Penggantungan
12.10.19.2003|Sei Lumut
12.10.19.2004|Sei Tawar
12.10.19.2005|Sei Sanggul
12.10.19.2006|Sei Sakat
12.10.19.2007|Sei Baru
12.10.19.2008|Wonosari
12.10.20|Panai Hulu
12.10.20.2001|Tanjung Sarang Elang
12.10.20.2002|Perkebunan Ajamu
12.10.20.2003|Teluk Sentosa
12.10.20.2004|Cinta Makmur
12.10.20.2005|Sei Sentosa
12.10.20.2006|Meranti Paham
12.10.20.2007|Sei Jawi-Jawi
12.11|KAB. DAIRI
12.11.01|Sidikalang
12.11.01.1005|Kuta Gambir
12.11.01.1007|Sidiangkat
12.11.01.1009|Batang Beruh
12.11.01.1010|Sidikalang
12.11.01.1015|Bintang Hulu
12.11.01.2008|Belang Malum
12.11.01.2011|Huta Rakyat
12.11.01.2012|Kalang
12.11.01.2013|Bintang
12.11.01.2014|Kalang Simbara
12.11.01.2017|Bintang Mersada
12.11.02|Sumbul
12.11.02.1007|Pagagan Julu I
12.11.02.2001|Pagagan Julu X
12.11.02.2002|Pagagan Julu IX
12.11.02.2003|Pagagan Julu VIII
12.11.02.2004|Pagagan Julu VII
12.11.02.2005|Pagagan Julu VI
12.11.02.2006|Pagagan Julu V
12.11.02.2008|Pagagan Julu IV
12.11.02.2009|Pagagan Julu III
12.11.02.2010|Pagagan Julu II
12.11.02.2014|Tanjung Beringin
12.11.02.2015|Dolok Tolong
12.11.02.2017|Pargambiran
12.11.02.2018|Perjuangan
12.11.02.2020|Kuta Gugung
12.11.02.2024|Sileuh-leuh Parsaoran
12.11.02.2025|Barisan Nauli
12.11.02.2026|Pangguruan
12.11.02.2027|Tanjung Beringin I
12.11.03|Tigalingga
12.11.03.2001|Sumbul Tengah
12.11.03.2002|Ujung Teran
12.11.03.2003|Juma Gerat
12.11.03.2004|Sarintonu
12.11.03.2005|Tigalingga
12.11.03.2006|Palding
12.11.03.2007|Lau Bagot
12.11.03.2008|Bertungen Julu
12.11.03.2009|Lau Molgap
12.11.03.2010|Lau Pak-Pak
12.11.03.2012|Sukandebi
12.11.03.2013|Lau Mil
12.11.03.2014|Lau Sireme
12.11.03.2019|Polding Jaya Sumbul
12.11.04|Siempat Nempu
12.11.04.2001|Sinampang
12.11.04.2002|Sihorbo
12.11.04.2003|Soban
12.11.04.2004|Adian Nangka
12.11.04.2005|Bunturaja
12.11.04.2006|Juma Siulok
12.11.04.2007|Juma Teguh
12.11.04.2008|Sosor Lontung
12.11.04.2009|Huta Imbaru
12.11.04.2010|Jumantuang
12.11.04.2011|Gomit
12.11.04.2012|Adian Gupa
12.11.04.2013|Maju
12.11.05|Silima Pungga Pungga
12.11.05.1014|Parongil
12.11.05.2008|Palipi
12.11.05.2010|Longkotan
12.11.05.2011|Bongkaras
12.11.05.2012|Tungtung Batu
12.11.05.2013|Polling Anak-Anak
12.11.05.2015|Siratah
12.11.05.2016|Uruk Mblin
12.11.05.2017|Siboras
12.11.05.2018|Bonian
12.11.05.2019|Sumbari
12.11.05.2020|Bakal Gajah
12.11.05.2021|Lae Panginuman
12.11.05.2022|Lae Ambat
12.11.05.2023|Lae Rambong
12.11.05.2024|Lae Pangaroan
12.11.06|Tanah Pinem
12.11.06.2001|Sukadame
12.11.06.2002|Gunung Tua
12.11.06.2003|Harapan
12.11.06.2004|Lau Primbon
12.11.06.2005|Kuta Gamber
12.11.06.2006|Kempawa
12.11.06.2007|Tanah Pinem
12.11.06.2008|Pamah
12.11.06.2009|Kuta Buluh
12.11.06.2010|Pasir Tengah
12.11.06.2011|Renun
12.11.06.2012|Lau Tawar
12.11.06.2013|Balandua
12.11.06.2014|Mangan Molih
12.11.06.2015|Liang Jering
12.11.06.2016|Alur Subur
12.11.06.2017|Lau Njuhar I
12.11.06.2018|Pasir Mbelang
12.11.06.2019|Sinar Pagi
12.11.07|Siempat Nempu Hulu
12.11.07.2001|Tambahan
12.11.07.2002|Kuta Tengah
12.11.07.2003|Lae Nuaha
12.11.07.2004|Sungai Raya
12.11.07.2005|Gunung Meriah
12.11.07.2006|Silumboyah
12.11.07.2007|Pandan
12.11.07.2008|Tualang
12.11.07.2009|Pangaribuan
12.11.07.2010|Sigambir-gambir
12.11.07.2011|Bakal Julu
12.11.07.2012|Sipoltong
12.11.08|Siempat Nempu Hilir
12.11.08.2001|Lae Itam
12.11.08.2002|Lae Luhung
12.11.08.2003|Pardomuan
12.11.08.2004|Lae Markelang
12.11.08.2005|Jambur Indonesia
12.11.08.2006|Simungun
12.11.08.2007|Janji
12.11.08.2008|Sopo Butar
12.11.08.2009|Lae Sering
12.11.08.2010|Lae Haporas
12.11.09|Pegagan Hilir
12.11.09.2001|Simanduma
12.11.09.2002|Bandar Huta Usang
12.11.09.2003|Onan Lama
12.11.09.2004|Lingga Raja
12.11.09.2005|Laksa
12.11.09.2006|Tanjung Saluksuk
12.11.09.2007|Bukit Tinggi
12.11.09.2008|Simartugan
12.11.09.2009|Kuta Usang
12.11.09.2010|Lingga Raja II
12.11.09.2011|Mbinanga
12.11.09.2012|Bukit Baru
12.11.09.2013|Perrik Mbue
12.11.10|Parbuluan
12.11.10.2001|Bangun
12.11.10.2002|Lae Hole
12.11.10.2003|Parbuluan IV
12.11.10.2004|Parbuluan III
12.11.10.2005|Parbuluan II
12.11.10.2006|Parbuluan I
12.11.10.2007|Parbuluan V
12.11.10.2008|Parbuluan VI
12.11.10.2009|Lae Hole I
12.11.10.2010|Lae Hole II
12.11.10.2011|Bangun I
12.11.11|Lae Parira
12.11.11.2001|Sumbul
12.11.11.2002|Kentara
12.11.11.2003|Lae Parira
12.11.11.2004|Buluduri
12.11.11.2005|Sempung Polling
12.11.11.2006|Lumban Sihite
12.11.11.2007|Lumban Toruan
12.11.11.2008|Pandiangan
12.11.11.2009|Kaban Julu
12.11.12|Gunung Sitember
12.11.12.2001|Bukit Lau Kersik
12.11.12.2002|Gunung Sitember
12.11.12.2003|Batu Gun Gun
12.11.12.2004|Rante Besi
12.11.12.2005|Gundaling
12.11.12.2006|Kendit Liang
12.11.12.2007|Lau Lebah
12.11.12.2008|Tupak Raja
12.11.13|Berampu
12.11.13.2001|Sambaliang
12.11.13.2002|Pasi
12.11.13.2003|Banjar Toba
12.11.13.2004|Berampu
12.11.13.2005|Karing
12.11.14|Silahisabungan
12.11.14.2001|Silalahi II
12.11.14.2002|Silalahi I
12.11.14.2003|Paropo
12.11.14.2004|Silalahi III
12.11.14.2005|Paropo I
12.11.15|Sitinjo
12.11.15.1004|Panji Dabutar
12.11.15.2001|Sitinjo
12.11.15.2002|Sitinjo I
12.11.15.2003|Sitinjo II
12.12|KAB. TOBA SAMOSIR
12.12.01|Balige
12.12.01.1034|Balige I
12.12.01.1035|Balige III
12.12.01.1036|Pardede Onan
12.12.01.1037|Sangkar Nihuta
12.12.01.1038|Lumban Dolok Hauma Bange
12.12.01.1039|Napitupulu Bagasan
12.12.01.2003|Hutanamora
12.12.01.2004|Hutagaol Peatalun
12.12.01.2005|Hinalang Bagasan
12.12.01.2006|Matio
12.12.01.2007|Lumban Pea
12.12.01.2008|Hutabulu Mejan
12.12.01.2010|Lumban Gaol
12.12.01.2011|Parsuratan
12.12.01.2012|Baruara
12.12.01.2013|Aek Bolon Julu
12.12.01.2014|Sibolahotang SAS
12.12.01.2015|Lumban Bulbul
12.12.01.2016|Sianipar Sihailhail
12.12.01.2017|Silalahi Pagar Batu
12.12.01.2018|Lumban Silintong
12.12.01.2019|Saribu Raja Janji Maria
12.12.01.2022|Longat
12.12.01.2023|Balige II
12.12.01.2024|Aek Bolon Jae
12.12.01.2025|Lumban Gorat
12.12.01.2026|Sibuntuon
12.12.01.2027|Siboruon
12.12.01.2028|Paindoan
12.12.01.2029|Bonan Dolok I
12.12.01.2030|Bonan Dolok II
12.12.01.2031|Bonan Dolok III
12.12.01.2032|Huta Dame
12.12.01.2040|Lumban Pea Timur
12.12.01.2041|Tambunan Sunge
12.12.02|Laguboti
12.12.02.1001|Pasar Laguboti
12.12.02.2002|Sibuea
12.12.02.2003|Sintong Marnipi
12.12.02.2004|Sibarani Nasampulu/Namungk
12.12.02.2005|Aruan
12.12.02.2006|Sidulang
12.12.02.2007|Ujung Tanduk
12.12.02.2008|Haunatas II
12.12.02.2009|Pardomuan Nauli
12.12.02.2010|Sitangkola
12.12.02.2011|Tinggir Nipasir
12.12.02.2012|Haunatas I
12.12.02.2013|Pintu Bosi
12.12.02.2014|Simatibung
12.12.02.2015|Lumban Binanga
12.12.02.2016|Ompu Raja Hutapea
12.12.02.2017|Gasaribu
12.12.02.2018|Pardinggaran
12.12.02.2019|Sitoluama
12.12.02.2020|Lumban Bagasan
12.12.02.2021|Siraja Gorat
12.12.02.2022|Ompu Raja Hutapea Timur
12.12.02.2023|Ompu Raja Hatulian
12.12.03|Silaen
12.12.03.2001|Pintu Batu
12.12.03.2002|Sitorang
12.12.03.2003|Parsambilan
12.12.03.2004|Huta Gur- Gur II
12.12.03.2005|Silaen
12.12.03.2006|Ombur
12.12.03.2008|Natolutali
12.12.03.2009|Dalihan Natolu
12.12.03.2010|Sigodang Tua
12.12.03.2014|Sinta Dame
12.12.03.2015|Hutanamora
12.12.03.2017|Pardomuan
12.12.03.2018|Huta Gur-Gur I
12.12.03.2022|Lumban Dolok
12.12.03.2023|Napitupulu
12.12.03.2024|Hutagaol Sihujur
12.12.03.2025|Meranti Barat
12.12.03.2026|Sibide Barat
12.12.03.2027|Sibide
12.12.03.2028|Simanobak
12.12.03.2029|Panindi
12.12.03.2030|Siringkiron
12.12.03.2031|Marbulang
12.12.04|Habinsaran
12.12.04.1009|Parsoburan Tengah
12.12.04.2002|Lumban Rau Selatan
12.12.04.2004|Lumban Rau Barat
12.12.04.2006|Lumban Balik
12.12.04.2007|Panamparan
12.12.04.2008|Lumban Pinasa
12.12.04.2010|Parsoburan Barat
12.12.04.2011|Lumban Ruhap
12.12.04.2012|Lumban Pea
12.12.04.2014|Hitetano
12.12.04.2017|Lobu Hole
12.12.04.2018|Batu Nabolon
12.12.04.2019|Lumban Gaol
12.12.04.2020|Tornagodang
12.12.04.2021|Taon Marisi
12.12.04.2022|Pagar Batu
12.12.04.2023|Sibuntuon
12.12.04.2024|Pararungan
12.12.04.2025|Lumban Lintong
12.12.04.2026|Pangunjungan
12.12.04.2027|Lumban Pinasa Saroba
12.12.04.2028|Aek Ulok
12.12.05|Pintu Pohan Meranti
12.12.05.2001|Meranti Utara
12.12.05.2002|Meranti Timur
12.12.05.2003|Meranti Tengah
12.12.05.2007|Pintu Pohan
12.12.05.2008|Ambar Halim
12.12.05.2009|Pintu Pohan Dolok
12.12.05.2010|Halado
12.12.06|Borbor
12.12.06.2001|Natumingka
12.12.06.2002|Pangururan
12.12.06.2003|Pardomuan Nauli
12.12.06.2004|Lintong
12.12.06.2005|Rianiate
12.12.06.2006|Aek Unsim
12.12.06.2007|Purba Tua
12.12.06.2008|Janji Maria
12.12.06.2009|Pangururan II
12.12.06.2010|Pangururan III
12.12.06.2011|Hutagurgur
12.12.06.2012|Simare
12.12.06.2013|Lumban Sewa
12.12.06.2014|Riganjang
12.12.06.2015|Pasar Borbor
12.12.07|Porsea
12.12.07.1037|Pasar Porsea
12.12.07.1038|Patane III
12.12.07.1039|Parparean III
12.12.07.2001|Patane IV
12.12.07.2003|Lumban Gurning
12.12.07.2004|Amborgang
12.12.07.2005|Nalela
12.12.07.2007|Patane II
12.12.07.2022|Gala Gala Pangkailan
12.12.07.2023|Silamosik I
12.12.07.2030|Parparean IV
12.12.07.2031|Parparean I
12.12.07.2033|Parparean II
12.12.07.2036|Patane I
12.12.07.2040|Patane V
12.12.07.2041|Simpang Sigura-Gura
12.12.07.2042|Raut Bosi
12.12.08|Ajibata
12.12.08.1009|Parsaoran Ajibata
12.12.08.2001|Sigapiton
12.12.08.2002|Pardomuan Ajibata
12.12.08.2003|Pardamean Ajibata
12.12.08.2004|Motung
12.12.08.2005|Horsik
12.12.08.2006|Sirungkungon
12.12.08.2007|Parsaoran Sibisa
12.12.08.2008|Pardamean Sibisa
12.12.08.2010|Pardomuan Motung
12.12.09|Lumban Julu
12.12.09.2002|Lintong Julu
12.12.09.2003|Hatinggian
12.12.09.2004|Sibaruang
12.12.09.2005|Jangga Toruan
12.12.09.2006|Sionggang Selatan
12.12.09.2007|Pasar Lumban Julu
12.12.09.2008|Sionggang Utara
12.12.09.2014|Sionggang Tengah
12.12.09.2015|Jangga Dolok
12.12.09.2016|Hutanamora
12.12.09.2017|Jonggi Nihuta
12.12.09.2018|Aek Natolu Jaya
12.12.10|Uluan
12.12.10.2001|Dolok Saribu Janji Matogu
12.12.10.2002|Dolok Nagodang
12.12.10.2003|Lumban Binanga
12.12.10.2004|Partor Janji Matogu
12.12.10.2005|Parhabinsaran Janji Matogu
12.12.10.2006|Parik
12.12.10.2007|Sibuntuon
12.12.10.2008|Sigaol Barat
12.12.10.2009|Marom
12.12.10.2010|Sigaol Timur
12.12.10.2012|Siregar Aek Nalas
12.12.10.2014|Lumban Holbung
12.12.10.2015|Parbagasan Janji Matogu
12.12.10.2016|Partoruan Janji Matogu
12.12.10.2017|Lumban Nabolon
12.12.10.2018|Sampuara
12.12.10.2019|Dolok Saribu Lumban Nabolon
12.12.19|Sigumpar
12.12.19.1007|Sigumpar Dangsina
12.12.19.2001|Marsangap
12.12.19.2002|Nauli
12.12.19.2003|Situa-tua
12.12.19.2004|Sigumpar
12.12.19.2005|Maju
12.12.19.2006|Dolok Jior
12.12.19.2008|Sigumpar Julu
12.12.19.2009|Sigumpar Barat
12.12.19.2010|Banua Huta
12.12.20|Siantar Narumonda
12.12.20.2001|Narumonda I
12.12.20.2002|Narumonda II
12.12.20.2003|Narumonda III
12.12.20.2004|Narumonda IV
12.12.20.2005|Narumonda V
12.12.20.2006|Narumonda VI
12.12.20.2007|Narumonda VII
12.12.20.2008|Narumonda VIII
12.12.20.2009|Siantar Sitio Tio
12.12.20.2010|Siantar Dangsina
12.12.20.2011|Siantar Tonga-tonga I
12.12.20.2012|Siantar Tonga-Tonga II
12.12.20.2013|Siantar Sigordang
12.12.20.2014|Siantar Tonga-Tonga III
12.12.21|Nassau
12.12.21.2001|Lumban Rau Tengah
12.12.21.2002|Lumban Rau Timur
12.12.21.2003|Lumban Rau Utara
12.12.21.2004|Sipagabu
12.12.21.2005|Napajoring
12.12.21.2006|Liat Tondung
12.12.21.2007|Batu Manumpak
12.12.21.2008|Lumban Rau Tenggara
12.12.21.2009|Cinta Damai
12.12.21.2010|Siantarasa
12.12.22|Tampahan
12.12.22.2001|Lintong Nihuta
12.12.22.2002|Tarabunga
12.12.22.2003|Meat
12.12.22.2004|Gurgur Aek Raja
12.12.22.2005|Tangga Batu Barat
12.12.22.2006|Tangga Batu Timur
12.12.23|Bonatua Lunasi
12.12.23.2001|Sihiong
12.12.23.2002|Sinar Sabungan
12.12.23.2003|Lumban Lobu
12.12.23.2004|Harungguan
12.12.23.2005|Naga Timbul
12.12.23.2006|Sibadihon
12.12.23.2007|Silamosik II
12.12.23.2011|Partoruan Lumban Lobu
12.12.23.2012|Pardolok Lumban Lobu
12.12.23.2013|Silombu
12.12.23.2014|Lumban Sangkalan
12.12.23.2015|Nagatimbul Timur
12.12.24|Parmaksian
12.12.24.2001|Siantar Utara
12.12.24.2002|Lumban Sitorus
12.12.24.2003|Banjar Ganjang
12.12.24.2004|Tangga Batu I
12.12.24.2005|Tangga Batu II
12.12.24.2006|Pangombusan
12.12.24.2007|Jonggi Manulus
12.12.24.2008|Lumban Huala
12.12.24.2009|Dolok Nauli
12.12.24.2010|Bius Gu Barat
12.12.24.2011|Lumban Manurung
12.13|KAB. MANDAILING NATAL
12.13.01|Panyabungan
12.13.01.1011|Kota Siantar
12.13.01.1014|Kayu Jati
12.13.01.1022|Pasar Hilir
12.13.01.1023|Pidoli Dolok
12.13.01.1031|Panyabungan II
12.13.01.1032|Panyabungan III
12.13.01.1033|Panyabungan I
12.13.01.1035|Sipolu-Polu
12.13.01.1036|Dalan Lidang
12.13.01.2001|Adian Jior
12.13.01.2002|Aek Banir
12.13.01.2003|Aek Mata
12.13.01.2004|Darussalam
12.13.01.2005|Gunung Barani
12.13.01.2006|Gunung Manaon
12.13.01.2007|Gunung Tua Jae
12.13.01.2008|Gunung Tua Julu
12.13.01.2009|Gunung Tua Tonga
12.13.01.2010|Huta Lombang Lubis
12.13.01.2012|Ipar Bondar
12.13.01.2013|Kampung Padang
12.13.01.2015|Lumban Pasir
12.13.01.2016|Manyabar
12.13.01.2017|Pagaran Tonga
12.13.01.2018|Panyabungan Jae
12.13.01.2019|Panyabungan Julu
12.13.01.2020|Panyabungan Tonga
12.13.01.2021|Perbangunan
12.13.01.2024|Pidoli Lombang
12.13.01.2025|Salam Bue
12.13.01.2026|Sarak Matua
12.13.01.2027|Sigalapang Julu
12.13.01.2028|Siobon Julu
12.13.01.2029|Sipapaga
12.13.01.2030|Sopobatu
12.13.01.2037|Siobon Jae
12.13.01.2038|Panggorengan
12.13.01.2039|Saba Jambu
12.13.01.2040|Manyabar Jae
12.13.02|Panyabungan Utara
12.13.02.1012|Mompang Jae
12.13.02.2002|Beringin Jaya
12.13.02.2007|Huta damai
12.13.02.2008|Jambur Padang Matinggi
12.13.02.2009|Kampung Baru
12.13.02.2010|Mompang Julu
12.13.02.2014|Rumbio
12.13.02.2015|Suka Ramai
12.13.02.2017|Sopo Sorik
12.13.02.2018|Simanondong
12.13.02.2019|Torbanua Raja
12.13.02.2020|Tanjung Mompang
12.13.02.2023|Binanga
12.13.02.2024|Hutanaingkan
12.13.03|Panyabungan Timur
12.13.03.1002|Gunung Baringin
12.13.03.2001|Aek Nabara
12.13.03.2003|Hutaimbaru
12.13.03.2004|Huta Bangun
12.13.03.2005|Huta Tinggi
12.13.03.2006|Pagur
12.13.03.2007|Pardomuan
12.13.03.2008|Parmompang
12.13.03.2009|Ranto Natas
12.13.03.2010|Sirangkap
12.13.03.2011|Tanjung
12.13.03.2012|Tebing Tinggi
12.13.03.2013|Tanjung Julu
12.13.03.2014|Banjar Lancat
12.13.03.2015|Padang Laru
